Number,roi,sub-01,sub-02,sub-03,sub-05
814,Limbic Network,0.0054955026,0.023852833,0.028771348,0.016833201
815,Limbic Network,0.010989399,0.022266872,-0.008379278,0.001473715
816,Limbic Network,-0.0031048565,-0.0006018072,0.026218865,0.041807704
817,Limbic Network,0.063962854,0.07602822,0.12330776,0.04294454
818,Limbic Network,0.031304315,0.009885653,0.05982904,0.033093177
819,Limbic Network,0.008667221,0.012678808,0.013169271,-0.005583241
820,Limbic Network,0.043861687,0.003512322,0.010652259,0.035031416
821,Limbic Network,0.0384877,0.019234288,0.06391889,0.028446611
822,Limbic Network,0.018344408,0.0029459961,0.026829531,0.0030029805
823,Limbic Network,0.015374194,0.009203545,0.01972448,0.027416948
824,Limbic Network,0.103431515,0.067674205,0.10916038,0.03848018
825,Limbic Network,0.12832355,0.059030503,0.12419018,0.08813312
826,Limbic Network,0.049105823,0.036430553,0.10885992,0.10936166
827,Limbic Network,0.17371255,0.03999866,0.25229383,0.12498882
828,Limbic Network,0.13119544,0.14539157,0.2618445,0.1165549
829,Limbic Network,0.086027555,0.06598947,0.08920607,0.026569985
830,Limbic Network,0.015290831,0.06752319,0.09861291,0.047046628
831,Limbic Network,0.026338305,0.024678197,0.012324168,0.09556019
832,Limbic Network,0.09535109,0.050969798,0.10105055,0.078419976
833,Limbic Network,0.015092061,0.04334179,0.028471747,0.033479333
834,Limbic Network,0.027912676,0.04168894,0.009669626,0.08264402
835,Limbic Network,0.17716987,0.087141,0.12028505,0.06390465
836,Limbic Network,0.01968482,0.07357517,0.13178316,-0.0029937513
837,Limbic Network,0.043482795,0.04199679,0.026396018,0.009652059
838,Limbic Network,0.107375994,0.09298535,0.15375975,0.1146766
839,Limbic Network,0.09509898,0.05042579,0.14935206,0.04819668
840,Limbic Network,0.16218527,0.123669,0.18389617,0.04363245
841,Limbic Network,0.05103303,0.046552215,0.10951602,0.05518145
842,Limbic Network,0.13730566,0.08634258,0.16918811,0.057905603
843,Control Network,0.169432,0.19853921,0.30084494,0.16967504
844,Control Network,0.19668888,0.2100012,0.20038325,0.16795753
845,Control Network,0.18434554,0.19381145,0.19140187,0.1592797
846,Control Network,0.21989253,0.22959226,0.17916206,0.19462648
847,Control Network,0.20259874,0.23052795,0.16666426,0.15880217
848,Control Network,0.16199607,0.18456024,0.15441214,0.123311885
849,Control Network,0.17427802,0.18017323,0.14264917,0.1256832
850,Control Network,0.21024065,0.22838615,0.13826582,0.17041975
851,Control Network,0.13053308,0.14377753,0.15592146,0.105808005
852,Control Network,0.17688215,0.20460995,0.14800197,0.15221502
853,Control Network,0.16282731,0.16605882,0.14001463,0.16438848
854,Control Network,0.1366711,0.16325453,0.14044665,0.08873883
855,Control Network,0.22001848,0.22110118,0.20715652,0.198612
856,Control Network,0.21127304,0.20647115,0.17203297,0.16218144
857,Control Network,0.16430818,0.15684211,0.14439188,0.16978146
858,Control Network,0.12700403,0.17421174,0.17905548,0.09309637
859,Control Network,0.14835942,0.16624059,0.1481276,0.10573905
860,Control Network,0.04272911,0.057081755,0.025642063,0.037277136
861,Control Network,0.029618563,0.07682395,0.11553919,0.12837669
862,Control Network,0.061824847,0.1869138,0.17582779,0.1551418
863,Control Network,0.10544849,0.23214051,0.1718659,0.27553934
864,Control Network,0.07581879,0.09066287,0.14543422,0.08544492
865,Control Network,0.06979022,0.07581674,0.08996944,0.04261615
866,Control Network,0.077111445,0.10500873,0.10191675,0.10006067
867,Control Network,0.12153367,0.066061765,0.10354012,0.07070309
868,Control Network,0.14096029,0.14211455,0.10557495,0.11015423
869,Control Network,0.16777018,0.17716508,0.13757801,0.12798701
870,Control Network,0.17486121,0.22659148,0.18749939,0.14231637
871,Control Network,0.12775616,0.1698279,0.15979362,0.13064636
872,Control Network,0.18102953,0.2079465,0.2510842,0.17834838
873,Control Network,0.11002435,0.13571751,0.13210721,0.1396175
874,Control Network,0.13236967,0.14209253,0.121403,0.10429292
875,Control Network,0.18265833,0.21273704,0.24373955,0.1943124
876,Control Network,0.12890911,0.1655237,0.1342045,0.12816152
877,Control Network,0.095475666,0.20360471,0.17923313,0.13675974
878,Control Network,0.15467851,0.25807384,0.120182976,0.110936575
879,Control Network,0.12208291,0.15740441,0.1458459,0.1093545
880,Control Network,0.15589575,0.16112144,0.12703636,0.102536224
881,Control Network,0.118145764,0.18171749,0.13648452,0.14981961
882,Control Network,0.22016785,0.19074301,0.2337383,0.14092521
883,Control Network,0.1638962,0.16084652,0.1504427,0.0986735
884,Control Network,0.13160044,0.14456418,0.1442995,0.14231028
885,Control Network,0.1322968,0.16425785,0.11340272,0.12506683
886,Control Network,0.18752818,0.23667875,0.16694742,0.30901134
887,Control Network,0.16162297,0.20455122,0.13399656,0.13381216
888,Control Network,0.2533977,0.20685948,0.28461212,0.21696024
889,Control Network,0.16136408,0.24961503,0.26806238,0.14558367
890,Control Network,0.20402628,0.1665972,0.15020627,0.1814024
891,Control Network,0.16305885,0.13609006,0.20675005,0.24851349
892,Control Network,0.22268447,0.20159143,0.17180675,0.1632034
893,Control Network,0.11690968,0.21458365,0.21942642,0.17921866
894,Control Network,0.2367488,0.24618174,0.23621057,0.38558593
895,Control Network,0.1899051,0.2362849,0.13644879,0.15819015
896,Control Network,0.16612323,0.15251064,0.18955703,0.14943428
897,Control Network,0.15807913,0.10727005,0.12384947,0.2169584
898,Control Network,0.15882352,0.19017962,0.16717625,0.13876964
899,Control Network,0.19530375,0.13031656,0.24909216,0.17568883
900,Control Network,0.25051036,0.3359316,0.34404346,0.32230356
901,Control Network,0.26441258,0.47967178,0.34004512,0.27857718
902,Control Network,0.21551032,0.3149439,0.2844409,0.2345326
903,Control Network,0.043008436,0.093380526,0.10910638,0.050991345
904,Control Network,0.040754225,0.026450492,0.09599433,0.033903453
905,Control Network,0.079731315,0.120293975,0.11710502,0.076890826
906,Control Network,0.036715448,0.037811708,0.09810794,0.048852254
907,Control Network,0.09572234,0.11511498,0.12441422,0.13858466
908,Control Network,0.12602964,0.13251618,0.16333945,0.1560843
909,Control Network,0.10058066,0.095022485,0.14406912,0.12201825
910,Control Network,0.11273284,0.13022326,0.14299834,0.069108225
911,Control Network,0.1831436,0.22924036,0.13090238,0.12248569
912,Control Network,0.14257087,0.21974541,0.12211896,0.098391555
913,Default Mode Network,0.35743243,0.29344112,0.3669149,0.17981286
914,Default Mode Network,0.39233536,0.2830007,0.29739058,0.26972064
915,Default Mode Network,0.35973448,0.46129698,0.32116467,0.30407363
916,Default Mode Network,0.34378043,0.2369389,0.3756681,0.16160898
917,Default Mode Network,0.28953522,0.20420429,0.32429665,0.19753715
918,Default Mode Network,0.35047138,0.30559623,0.1961518,0.15922722
919,Default Mode Network,0.23311129,0.16781823,0.25401357,0.19547527
920,Default Mode Network,0.16631037,0.21236965,0.21172795,0.14513227
921,Default Mode Network,0.16746876,0.2385264,0.28793678,0.18934578
922,Default Mode Network,0.16882443,0.17857252,0.28995523,0.151077
923,Default Mode Network,0.16842633,0.25169376,0.24456002,0.16209382
924,Default Mode Network,0.2513878,0.24360454,0.18589717,0.20178774
925,Default Mode Network,0.22113898,0.285336,0.2854765,0.1960491
926,Default Mode Network,0.23796163,0.25923747,0.20495407,0.19321463
927,Default Mode Network,0.24375531,0.29348987,0.20208023,0.19600232
928,Default Mode Network,0.2220683,0.25327426,0.18825515,0.150634
929,Default Mode Network,0.2917502,0.15506996,0.2218008,0.14493413
930,Default Mode Network,0.14751466,0.090559825,0.27767926,0.1430722
931,Default Mode Network,0.18432543,0.19586,0.24708468,0.0988556
932,Default Mode Network,0.1435434,0.24911702,0.31960294,0.24614835
933,Default Mode Network,0.33557978,0.1662874,0.14482056,0.198705
934,Default Mode Network,0.21662204,0.3214775,0.2054954,0.23079114
935,Default Mode Network,0.07206084,0.107305184,0.08624718,0.16819084
936,Default Mode Network,0.23618533,0.21082057,0.25835305,0.123154186
937,Default Mode Network,0.299082,0.38417763,0.33788866,0.26146564
938,Default Mode Network,0.0353596,0.15403856,0.12666546,0.07591877
939,Default Mode Network,0.18441215,0.22915639,0.19578765,0.20937733
940,Default Mode Network,0.24181665,0.2771335,0.19072469,0.2737335
941,Default Mode Network,0.2985291,0.25555718,0.2811428,0.27972892
942,Default Mode Network,0.24307114,0.27461535,0.2451896,0.31575957
943,Default Mode Network,0.23649018,0.3995479,0.30087632,0.32841277
944,Default Mode Network,0.42604855,0.38884956,0.46848273,0.45968392
945,Default Mode Network,0.40159768,0.38448042,0.40290698,0.41570196
946,Default Mode Network,0.25817642,0.38390422,0.2560249,0.28369132
947,Default Mode Network,0.09359847,0.05845705,0.0974126,0.09371276
948,Default Mode Network,0.13207547,0.111968204,0.14583427,0.051360525
949,Default Mode Network,0.16495775,0.13599956,0.0958495,0.14711416
950,Default Mode Network,0.12760597,0.16613144,0.1419666,0.12429847
951,Default Mode Network,0.21962734,0.15186062,0.108242005,0.08701234
952,Default Mode Network,0.2412453,0.21051383,0.112628065,0.08532278
953,Default Mode Network,0.20655961,0.108212374,0.094276294,0.08684729
954,Default Mode Network,0.24195203,0.29813147,0.16223711,0.12982917
955,Default Mode Network,0.24114877,0.27611065,0.27445808,0.21768215
956,Default Mode Network,0.17498067,0.34317306,0.20601541,0.12966126
957,Default Mode Network,0.064122714,0.06535092,0.08957087,0.10372671
958,Default Mode Network,0.06103447,0.04403648,0.083133064,0.09527024
959,Default Mode Network,0.13407753,0.19235794,0.19160174,0.078286596
960,Default Mode Network,0.08221197,0.06979671,0.114144,0.071212634
961,Default Mode Network,0.07748881,0.15338627,0.12711716,0.12986127
962,Default Mode Network,0.13562234,0.18300658,0.12761396,0.09961399
963,Default Mode Network,0.09491076,0.12337319,0.14370152,0.12222443
964,Default Mode Network,0.16615447,0.17655309,0.1318752,0.07605206
965,Default Mode Network,0.032134246,0.037847824,0.110576645,0.05821716
966,Default Mode Network,0.1710704,0.119800255,0.12996083,0.12813821
967,Default Mode Network,0.16265976,0.17226984,0.1636024,0.11742016
968,Default Mode Network,0.029131196,0.022320447,0.06910828,0.041797984
969,Default Mode Network,0.21435137,0.24843392,0.13525671,0.19748336
970,Default Mode Network,0.2898548,0.28214282,0.26297382,0.10291957
971,Default Mode Network,0.19468822,0.22904865,0.12099886,0.13105918
972,Default Mode Network,0.15064451,0.12574637,0.21589951,0.046565954
973,Default Mode Network,0.20686755,0.15276103,0.1327886,0.038995005
974,Default Mode Network,0.2581999,0.28363183,0.13700883,0.16929862
975,Default Mode Network,0.18315256,0.12485561,0.19376396,0.084743276
976,Default Mode Network,0.19106516,0.1863416,0.20067108,0.07733538
977,Default Mode Network,0.30034173,0.28044045,0.2230564,0.13440707
978,Default Mode Network,0.17241462,0.15267724,0.14344448,0.10399558
979,Default Mode Network,0.18871711,0.33394212,0.2634402,0.25193718
980,Default Mode Network,0.30210614,0.28503996,0.25004026,0.15006241
981,Default Mode Network,0.20232849,0.20010526,0.29912612,0.18855228
982,Default Mode Network,0.2805271,0.24560267,0.3092848,0.27901632
983,Default Mode Network,0.08792531,0.096060306,0.16283229,0.09275843
984,Default Mode Network,0.34536788,0.3085446,0.37063232,0.3499436
985,Default Mode Network,0.055217683,0.058090072,0.11856458,0.037397657
986,Default Mode Network,0.19487788,0.14339198,0.2055926,0.13819975
987,Default Mode Network,0.20687364,0.19732435,0.25619638,0.14434958
988,Default Mode Network,0.17271523,0.15763535,0.13662566,0.15972929
989,Default Mode Network,0.23711361,0.24344523,0.30239803,0.19368464
990,Default Mode Network,0.17674927,0.2224923,0.21196827,0.18355416
991,Default Mode Network,0.13287349,0.08292521,0.12580511,0.13277034
992,Default Mode Network,0.1369031,0.16680825,0.15309037,0.20378794
993,Default Mode Network,0.17741664,0.15165125,0.19361039,0.15380159
994,Default Mode Network,0.13539422,0.09812787,0.13536257,0.14435105
995,Default Mode Network,0.20368466,0.29916826,0.18703094,0.18549295
996,Default Mode Network,0.17340551,0.23033248,0.18681855,0.16818833
997,Default Mode Network,0.28866577,0.33002764,0.37885052,0.25621003
998,Default Mode Network,0.17254773,0.25598153,0.23670042,0.16765024
999,Control Network,0.15712027,0.13876437,0.16526334,0.26375303
1000,Control Network,0.16448869,0.1655979,0.24913451,0.24810149
